order_id,date,region,product,customer_id,quantity,unit_price,revenue,cost
ORD-00305,2024-04-22,East,USB Hub,CUST-0064,3.0,38.18,114.54,34.36
ORD-00306,2023-11-17,East,Mouse,CUST-0048,11.0,38.87,427.57,149.65
ORD-00307,2024-08-21,North,Headphones,CUST-0071,24.0,159.9,3837.6,1726.92
ORD-00308,2023-09-09,South,Desk Chair,CUST-0073,16.0,355.32,5685.12,2842.56
ORD-00309,2023-06-22,West,Standing Desk,CUST-0059,13.0,540.47,7026.11,3864.36
ORD-00310,2023-02-04,Central,Laptop,CUST-0068,2.0,1360.27,2720.54,1768.35
ORD-00311,2023-08-25,West,Keyboard,CUST-0081,3.0,90.28,3125.53,108.34
ORD-00312,2024-11-06,Central,External SSD,CUST-0062,14.0,102.57,1435.98,717.99
ORD-00313,2023-10-09,North,USB Hub,CUST-0093,23.0,40.01,12599.88,276.07
ORD-00314,2024-06-20,South,Monitor,CUST-0013,5.0,415.03,2075.15,1141.33
ORD-00315,2023-03-22,East,Headphones,CUST-0051,9.0,170.67,1536.03,691.21
ORD-00316,2023-03-24,South,Headphones,CUST-0088,2.0,131.71,263.42,118.54
ORD-00317,2023-06-25,North,Laptop,CUST-0090,3.0,1199.95,3599.85,2339.9
ORD-00318,2023-02-13,Central,Monitor,CUST-0068,7.0,411.04,2877.28,1582.5
ORD-00319,2023-03-18,West,Headphones,CUST-0006,9.0,167.97,1511.73,680.28
ORD-00320,2024-08-24,East,Laptop,CUST-0027,4.0,1290.81,5163.24,3356.11
ORD-00321,2024-07-31,North,Headphones,CUST-0021,10.0,153.0,1530.0,688.5
ORD-00322,2023-05-24,Central,Webcam,CUST-0050,2.0,95.02,190.04,95.02
ORD-00323,2023-12-15,West,Mouse,CUST-0010,22.0,48.63,1069.86,374.45
ORD-00324,2023-10-07,East,Laptop,CUST-0082,12.0,1196.62,14359.44,9333.64
ORD-00325,2024-08-22,West,Keyboard,CUST-0088,14.0,74.44,1042.16,416.86
ORD-00326,2023-06-07,North,Monitor,CUST-0035,16.0,478.58,7657.28,4211.5
ORD-00327,2023-04-04,East,Webcam,CUST-0014,1.0,107.62,107.62,53.81
ORD-00328,2023-07-11,North,Keyboard,CUST-0012,18.0,83.7,1506.6,602.64
ORD-00329,2024-07-21,North,Monitor,CUST-0046,3.0,463.08,1389.24,764.08
ORD-00330,2024-02-02,North,Headphones,CUST-0053,3.0,160.12,480.36,216.16
ORD-00331,2023-06-23,South,External SSD,CUST-0067,13.0,108.1,1405.3,702.65
ORD-00332,2024-03-21,South,Monitor,CUST-0022,9.0,439.35,3954.15,2174.78
ORD-00333,2024-10-02,East,Mouse,CUST-0093,12.0,46.27,555.24,194.33
ORD-00334,2023-12-07,East,Laptop,CUST-0051,16.0,1156.76,18508.16,12030.3
ORD-00335,2023-11-04,West,External SSD,CUST-0018,12.0,123.72,1484.64,742.32
ORD-00336,2023-10-26,South,Desk Chair,CUST-0041,16.0,399.12,6385.92,3192.96
ORD-00337,2023-04-27,East,Desk Chair,CUST-0047,15.0,318.48,4777.2,2388.6
ORD-00338,2024-04-17,Central,Laptop,CUST-0094,6.0,1177.84,7067.04,4593.58
ORD-00339,2024-10-10,West,Standing Desk,CUST-0018,11.0,553.56,6089.16,3349.04
ORD-00340,2024-09-04,West,Monitor,CUST-0058,17.0,461.1,7838.7,4311.29
ORD-00341,2024-01-04,West,USB Hub,CUST-0005,19.0,35.99,683.81,205.14
ORD-00342,2024-10-24,South,Webcam,CUST-0022,20.0,82.01,1640.2,820.1
ORD-00343,2023-04-19,West,Webcam,CUST-0056,1.0,83.56,83.56,41.78
ORD-00344,2024-08-12,Central,External SSD,CUST-0089,7.0,118.05,826.35,413.18
ORD-00345,2023-12-20,Central,USB Hub,CUST-0020,1.0,34.82,34.82,10.45
ORD-00346,2023-05-26,North,Monitor,CUST-0094,15.0,424.61,6369.15,3503.03
ORD-00347,2023-04-10,West,Webcam,CUST-0061,16.0,101.33,1621.28,810.64
ORD-00348,2023-12-18,North,Monitor,CUST-0003,5.0,473.91,2369.55,1303.25
ORD-00349,2024-07-19,South,USB Hub,CUST-0023,6.0,33.23,199.38,59.81
ORD-00350,2024-10-17,West,Keyboard,CUST-0024,15.0,82.34,1235.1,494.04
ORD-00351,2024-02-03,West,External SSD,CUST-0055,1.0,127.37,127.37,63.69
ORD-00352,2024-07-03,North,External SSD,CUST-0014,7.0,115.17,806.19,403.1
ORD-00353,2023-11-17,West,USB Hub,CUST-0082,22.0,33.83,744.26,223.28
ORD-00354,2023-06-26,East,Standing Desk,CUST-0080,8.0,675.36,5402.88,2971.58
ORD-00355,2023-11-09,East,Monitor,CUST-0031,3.0,407.21,1221.63,671.9
ORD-00356,2024-08-11,West,External SSD,CUST-0018,14.0,117.23,1641.22,820.61
ORD-00357,2024-05-16,South,USB Hub,CUST-0022,10.0,31.22,312.2,93.66
ORD-00358,2024-05-11,North,Webcam,CUST-0002,6.0,86.31,517.86,258.93
ORD-00359,2024-05-18,West,Desk Chair,CUST-0088,15.0,372.06,5580.9,2790.45
ORD-00360,2023-08-14,Central,Laptop,CUST-0098,9.0,1031.77,9285.93,6035.85
ORD-00361,2024-05-22,West,External SSD,CUST-0096,19.0,120.39,2287.41,1143.7
ORD-00362,2023-02-12,Central,Webcam,CUST-0070,13.0,96.32,1252.16,626.08
ORD-00363,2024-04-05,South,Headphones,CUST-0005,9.0,143.19,1288.71,579.92
ORD-00364,2024-08-25,North,Mouse,CUST-0027,15.0,49.87,748.05,261.82
ORD-00365,2023-07-31,Central,Keyboard,CUST-0027,1.0,86.79,86.79,34.72
ORD-00366,2023-10-27,South,Webcam,CUST-0091,10.0,97.07,970.7,485.35
ORD-00367,2024-02-26,North,Keyboard,CUST-0097,2.0,97.56,195.12,78.05
ORD-00368,2024-12-29,South,Mouse,CUST-0019,11.0,49.43,543.73,190.31
ORD-00369,2024-10-09,West,Keyboard,CUST-0074,9.0,88.26,794.34,317.74
ORD-00370,2023-10-12,North,Desk Chair,CUST-0066,15.0,345.24,5178.6,2589.3
ORD-00371,2024-11-11,North,Standing Desk,CUST-0082,15.0,663.02,9945.3,5469.91
ORD-00372,2023-10-02,West,Mouse,CUST-0064,12.0,49.43,593.16,207.61
ORD-00373,2024-11-29,Central,Standing Desk,CUST-0044,1.0,518.27,518.27,285.05
ORD-00374,2024-03-27,North,Monitor,CUST-0021,19.0,382.59,7269.21,3998.07
ORD-00375,2023-10-08,South,Headphones,CUST-0021,3.0,156.96,470.88,211.9
ORD-00376,2024-10-02,South,Laptop,CUST-0051,10.0,1281.36,12813.6,8328.84
ORD-00377,2023-08-07,North,Monitor,CUST-0001,20.0,393.02,7860.4,4323.22
ORD-00378,2024-12-13,West,Laptop,CUST-0002,12.0,1314.16,15769.92,10250.45
ORD-00379,2023-08-23,South,Standing Desk,CUST-0010,13.0,526.08,6839.04,3761.47
ORD-00380,2024-01-27,East,Headphones,CUST-0018,4.0,156.37,625.48,281.47
ORD-00381,2024-10-27,Central,Laptop,CUST-0079,5.0,1178.44,5892.2,3829.93
ORD-00382,2024-12-04,South,Desk Chair,CUST-0079,15.0,387.8,5817.0,2908.5
ORD-00383,2024-01-29,North,External SSD,CUST-0094,15.0,136.68,2050.2,1025.1
ORD-00384,2024-07-20,East,Monitor,CUST-0032,16.0,463.5,7416.0,4078.8
ORD-00385,2024-06-14,North,Headphones,CUST-0027,26.0,150.43,3911.18,1760.03
ORD-00386,2024-01-31,North,Mouse,CUST-0064,5.0,41.5,207.5,72.62
ORD-00387,2023-05-16,North,Webcam,CUST-0041,16.0,105.28,1684.48,842.24
ORD-00388,2023-03-16,South,Standing Desk,CUST-0099,1.0,615.73,5855.72,338.65
ORD-00389,2024-10-05,West,USB Hub,CUST-0037,18.0,37.8,680.4,204.12
ORD-00390,2023-06-06,Central,USB Hub,CUST-0079,8.0,30.63,245.04,73.51
ORD-00391,2024-02-05,South,USB Hub,CUST-0042,19.0,36.41,691.79,207.54
ORD-00392,2024-03-23,North,Headphones,CUST-0090,10.0,130.11,1301.1,585.5
ORD-00393,2023-02-26,West,External SSD,CUST-0078,11.0,125.98,1385.78,692.89
ORD-00394,2023-01-12,North,Keyboard,CUST-0090,7.0,84.91,594.37,237.75
ORD-00395,2023-05-10,East,Keyboard,CUST-0048,7.0,90.94,636.58,254.63
ORD-00396,2024-06-20,East,Desk Chair,CUST-0035,2.0,325.11,650.22,325.11
ORD-00397,2024-01-04,West,Standing Desk,CUST-0066,2.0,599.93,1199.86,659.92
ORD-00398,2024-11-21,East,Monitor,CUST-0074,3.0,413.33,1239.99,681.99
ORD-00399,2024-04-28,North,Mouse,CUST-0006,15.0,43.42,651.3,227.95
ORD-00400,2024-11-02,North,USB Hub,CUST-0092,18.0,32.11,577.98,173.39
ORD-00401,2024-08-08,East,Headphones,CUST-0010,9.0,132.87,1195.83,538.12
ORD-00402,2024-02-15,South,USB Hub,CUST-0006,3.0,38.96,116.88,35.06
ORD-00403,2024-07-20,East,Webcam,CUST-0012,12.0,80.98,971.76,485.88
ORD-00404,2024-04-20,East,External SSD,CUST-0032,9.0,123.3,1109.7,554.85
ORD-00405,2023-09-09,South,USB Hub,CUST-0098,5.0,29.82,149.1,44.73
ORD-00406,2023-01-02,East,Laptop,CUST-0043,10.0,1325.64,13256.4,8616.66
ORD-00407,2024-05-18,Central,Mouse,CUST-0054,1.0,51.38,51.38,17.98
ORD-00408,2024-02-27,North,Mouse,CUST-0067,15.0,44.44,666.6,233.31
ORD-00409,2024-02-08,Central,Keyboard,CUST-0082,2.0,87.34,174.68,69.87
ORD-00410,2023-09-25,South,Mouse,CUST-0038,11.0,50.75,558.25,195.39
ORD-00411,2023-10-06,East,Webcam,CUST-0058,6.0,82.88,497.28,248.64
ORD-00412,2023-04-19,Central,Monitor,CUST-0020,5.0,443.19,2215.95,1218.77
ORD-00413,2023-11-12,East,Mouse,CUST-0058,12.0,41.83,501.96,175.69
ORD-00414,2023-08-09,East,External SSD,CUST-0006,8.0,107.34,858.72,429.36
ORD-00415,2024-11-24,West,USB Hub,CUST-0007,11.0,32.48,357.28,107.18
ORD-00416,2024-07-17,West,Standing Desk,CUST-0072,8.0,527.05,4216.4,2319.02
ORD-00417,2023-08-16,North,Laptop,CUST-0008,6.0,1091.33,6547.98,4256.19
ORD-00418,2023-09-23,North,External SSD,CUST-0076,3.0,102.78,308.34,154.17
ORD-00419,2023-12-06,West,Keyboard,CUST-0012,4.0,73.34,293.36,117.34
ORD-00420,2024-02-09,Central,Desk Chair,CUST-0093,14.0,300.6,4208.4,2104.2
ORD-00421,2023-10-14,South,Keyboard,CUST-0036,15.0,94.78,1421.7,568.68
ORD-00422,2024-02-26,South,Headphones,CUST-0064,18.0,149.06,2683.08,1207.39
ORD-00423,2024-06-22,West,Mouse,CUST-0083,8.0,46.77,374.16,130.96
ORD-00424,2024-07-11,West,Webcam,CUST-0062,17.0,90.55,1539.35,769.67
ORD-00425,2023-11-23,East,Keyboard,CUST-0004,16.0,77.84,1245.44,498.18
ORD-00426,2024-01-02,North,Standing Desk,CUST-0068,24.0,689.93,16558.32,9107.08
ORD-00427,2023-02-27,South,Headphones,CUST-0069,8.0,153.41,1227.28,552.28
ORD-00428,2024-08-29,South,Keyboard,CUST-0031,11.0,92.81,1020.91,408.36
ORD-00429,2024-07-31,North,Webcam,CUST-0073,6.0,96.8,580.8,290.4
ORD-00430,2023-06-29,West,USB Hub,CUST-0040,17.0,30.15,512.55,153.76
ORD-00431,2023-01-01,North,USB Hub,CUST-0062,14.0,39.39,551.46,165.44
ORD-00432,2023-01-23,South,Webcam,CUST-0008,5.0,97.47,487.35,243.68
ORD-00433,2024-01-18,Central,Webcam,CUST-0010,11.0,97.45,1071.95,535.98
ORD-00434,2024-05-13,South,Desk Chair,CUST-0082,11.0,315.79,3473.69,1736.85
ORD-00435,2024-11-12,Central,Webcam,CUST-0029,17.0,103.96,1767.32,883.66
ORD-00436,2023-01-02,East,Keyboard,CUST-0023,15.0,82.24,1233.6,493.44
ORD-00437,2023-11-22,North,Keyboard,CUST-0078,26.0,77.88,2024.88,809.95
ORD-00438,2023-03-21,South,Webcam,CUST-0096,8.0,90.63,725.04,362.52
ORD-00439,2023-01-12,North,Webcam,CUST-0058,11.0,86.73,954.03,477.02
ORD-00440,2024-01-31,North,Laptop,CUST-0007,19.0,1283.73,24390.87,15854.07
ORD-00441,2024-07-13,West,Desk Chair,CUST-0045,14.0,308.15,4314.1,2157.05
ORD-00442,2023-03-17,South,Keyboard,CUST-0058,2.0,79.77,159.54,63.82
ORD-00443,2024-01-20,North,Webcam,CUST-0022,7.0,101.61,711.27,355.63
ORD-00444,2024-09-20,North,Webcam,CUST-0077,20.0,100.83,2016.6,1008.3
ORD-00445,2023-02-24,Central,Desk Chair,CUST-0021,3.0,332.26,996.78,498.39
ORD-00446,2024-11-07,Central,USB Hub,CUST-0034,9.0,32.87,295.83,88.75
ORD-00447,2023-02-25,Central,Standing Desk,CUST-0020,10.0,510.69,5106.9,2808.8
ORD-00448,2023-04-10,Central,Standing Desk,CUST-0026,1.0,547.25,547.25,300.99
ORD-00449,2024-02-12,West,Monitor,CUST-0040,17.0,448.53,7625.01,4193.76
ORD-00450,2024-01-15,Central,Desk Chair,CUST-0024,11.0,336.29,3699.19,1849.6
ORD-00451,2023-10-03,West,Headphones,CUST-0029,20.0,130.27,2605.4,1172.43
ORD-00452,2024-02-28,North,Webcam,CUST-0070,24.0,87.23,2093.52,1046.76
ORD-00453,2024-12-04,Central,Desk Chair,CUST-0069,14.0,357.64,5006.96,2503.48
ORD-00454,2024-08-07,West,Laptop,CUST-0065,18.0,1308.16,23546.88,15305.47
ORD-00455,2023-06-21,North,Standing Desk,CUST-0023,9.0,655.52,5899.68,3244.82
ORD-00456,2023-06-01,West,Mouse,CUST-0081,22.0,41.73,918.06,321.32
ORD-00457,2024-07-23,North,Monitor,CUST-0050,16.0,457.03,7312.48,4021.86
ORD-00458,2024-06-19,North,External SSD,CUST-0076,18.0,106.05,1908.9,954.45
ORD-00459,2024-07-30,Central,Monitor,CUST-0014,3.0,488.58,1465.74,806.16
ORD-00460,2024-11-01,West,Headphones,CUST-0050,17.0,153.24,2605.08,1172.29
ORD-00461,2024-09-15,West,Keyboard,CUST-0080,14.0,73.24,1025.36,410.14
ORD-00462,2024-05-01,South,Laptop,CUST-0096,9.0,1342.93,12086.37,7856.14
ORD-00463,2024-05-18,East,Headphones,CUST-0036,3.0,171.26,513.78,231.2
ORD-00464,2024-03-02,West,Webcam,CUST-0035,22.0,99.15,2181.3,1090.65
ORD-00465,2024-06-12,West,Standing Desk,CUST-0098,13.0,657.78,8551.14,4703.13
ORD-00466,2023-05-19,East,USB Hub,CUST-0052,13.0,38.98,506.74,152.02
ORD-00467,2023-02-03,South,Laptop,CUST-0032,15.0,1038.2,15573.0,10122.45
ORD-00468,2024-02-11,East,Standing Desk,CUST-0065,3.0,632.61,1897.83,1043.81
ORD-00469,2024-08-23,West,Keyboard,CUST-0061,19.0,81.17,1542.23,616.89
ORD-00470,2024-01-31,North,Headphones,CUST-0004,2.0,134.83,269.66,121.35
ORD-00471,2023-07-31,South,Mouse,CUST-0087,9.0,47.05,423.45,148.21
ORD-00472,2024-10-24,North,Standing Desk,CUST-0017,7.0,618.21,42265.24,2380.11
ORD-00473,2024-01-21,East,Headphones,CUST-0055,9.0,148.15,1333.35,600.01
ORD-00474,2024-08-21,Central,External SSD,CUST-0051,3.0,102.26,306.78,153.39
ORD-00475,2024-08-31,East,USB Hub,CUST-0083,16.0,32.72,523.52,157.06
ORD-00476,2023-11-29,East,Headphones,CUST-0082,7.0,139.25,974.75,438.64
ORD-00477,2024-06-13,East,Mouse,CUST-0020,6.0,50.4,302.4,105.84
ORD-00478,2023-11-24,Central,Desk Chair,CUST-0085,4.0,373.23,1492.92,746.46
ORD-00479,2024-02-02,East,Desk Chair,CUST-0052,1.0,358.72,358.72,179.36
ORD-00480,2024-07-01,East,Mouse,CUST-0088,12.0,50.49,605.88,212.06
ORD-00481,2023-10-28,South,USB Hub,CUST-0024,4.0,34.69,138.76,41.63
ORD-00482,2023-12-10,Central,Keyboard,CUST-0088,2.0,77.92,155.84,62.34
ORD-00483,2023-09-24,West,Webcam,CUST-0048,20.0,89.13,1782.6,891.3
ORD-00484,2023-03-14,Central,External SSD,CUST-0080,14.0,134.02,1876.28,938.14
ORD-00485,2024-02-28,West,USB Hub,CUST-0039,2.0,38.89,77.78,23.33
ORD-00486,2024-04-13,East,Desk Chair,CUST-0073,4.0,330.72,1322.88,661.44
ORD-00487,2023-07-01,West,Webcam,CUST-0081,12.0,98.83,11758.43,592.98
ORD-00488,2023-06-12,South,External SSD,CUST-0098,16.0,130.27,2084.32,1042.16
ORD-00489,2024-03-15,West,Desk Chair,CUST-0052,17.0,337.75,5741.75,2870.88
ORD-00490,2024-06-27,East,Laptop,CUST-0042,5.0,1026.45,67413.25,3335.96
ORD-00491,2023-04-16,East,Headphones,CUST-0017,10.0,150.15,1501.5,675.68
ORD-00492,2024-04-11,North,Headphones,CUST-0038,22.0,154.34,3395.48,1527.97
ORD-00493,2024-01-03,South,Webcam,CUST-0063,7.0,85.45,598.15,299.07
ORD-00494,2023-05-15,North,Mouse,CUST-0029,9.0,48.16,433.44,151.7
ORD-00495,2024-10-17,East,Laptop,CUST-0049,7.0,1297.65,9083.55,5904.31
ORD-00496,2023-01-21,North,Monitor,CUST-0084,2.0,475.62,951.24,523.18
ORD-00497,2024-12-19,Central,Headphones,CUST-0061,,136.75,547.0,246.15
ORD-00498,2024-06-16,West,Monitor,CUST-0085,9.0,466.58,4199.22,2309.57
ORD-00499,2024-09-24,North,USB Hub,CUST-0093,5.0,32.72,163.6,49.08
ORD-00500,2023-09-27,Central,Mouse,CUST-0100,15.0,51.39,770.85,269.8
ORD-00501,2024-05-23,South,Laptop,CUST-0071,7.0,1267.75,8874.25,5768.26
ORD-00502,2024-08-10,North,Monitor,CUST-0015,20.0,402.63,8052.6,4428.93
ORD-00503,2023-08-25,North,Headphones,CUST-0083,19.0,171.99,3267.81,1470.51
ORD-00504,2023-10-25,North,Keyboard,CUST-0006,15.0,92.69,1390.35,556.14
ORD-00505,2023-05-22,North,Laptop,CUST-0002,7.0,1138.32,7968.24,5179.36
ORD-00506,2023-12-17,East,Monitor,CUST-0048,4.0,397.87,1591.48,875.31
ORD-00507,2024-10-26,West,Standing Desk,CUST-0054,6.0,530.35,3182.1,1750.16
ORD-00508,2024-08-27,South,Monitor,CUST-0054,16.0,490.81,7852.96,4319.13
ORD-00509,2023-01-30,West,Webcam,CUST-0079,5.0,94.52,472.6,236.3
ORD-00510,2023-09-25,West,Laptop,CUST-0009,12.0,1024.45,12293.4,7990.71
ORD-00511,2024-11-16,Central,External SSD,CUST-0029,9.0,120.69,1086.21,543.11
ORD-00512,2023-12-21,West,Mouse,CUST-0062,14.0,40.26,563.64,197.27
ORD-00513,2024-10-20,Central,Laptop,CUST-0002,5.0,1202.0,6010.0,3906.5
ORD-00514,2024-05-18,South,Monitor,CUST-0097,11.0,415.02,4565.22,2510.87
ORD-00515,2024-01-23,South,USB Hub,CUST-0083,13.0,38.33,498.29,149.49
ORD-00516,2024-05-25,Central,Standing Desk,CUST-0012,13.0,566.89,7369.57,4053.26
ORD-00517,2024-02-27,North,Monitor,CUST-0052,2.0,457.71,7905.81,503.48
ORD-00518,2024-07-29,Central,Headphones,CUST-0066,6.0,156.96,941.76,423.79
ORD-00519,2023-12-06,North,Mouse,CUST-0059,23.0,48.61,1118.03,391.31
ORD-00520,2023-04-10,East,Standing Desk,CUST-0015,6.0,510.4,3062.4,1684.32
ORD-00521,2024-01-18,East,USB Hub,CUST-0067,3.0,30.23,90.69,27.21
ORD-00522,2024-09-17,West,Monitor,CUST-0033,7.0,407.82,2854.74,1570.11
ORD-00523,2023-12-13,West,Mouse,CUST-0092,4.0,48.47,193.88,67.86
ORD-00524,2024-04-06,Central,Monitor,CUST-0099,13.0,471.39,6128.07,3370.44
ORD-00525,2023-02-19,West,Laptop,CUST-0068,19.0,1356.71,25777.49,16755.37
ORD-00526,2024-08-15,Central,Keyboard,CUST-0089,5.0,90.88,454.4,181.76
ORD-00527,2024-05-31,Central,External SSD,CUST-0042,11.0,117.07,1287.77,643.88
ORD-00528,2023-12-18,South,Headphones,CUST-0051,10.0,147.88,1478.8,665.46
ORD-00529,2024-07-14,Central,Headphones,CUST-0090,9.0,159.53,1435.77,646.1
ORD-00530,2023-10-25,South,Mouse,CUST-0080,12.0,50.69,608.28,212.9
ORD-00531,2024-12-11,South,USB Hub,CUST-0070,11.0,37.21,409.31,122.79
ORD-00532,2024-12-28,Central,External SSD,CUST-0086,12.0,126.27,1515.24,757.62
ORD-00533,2023-04-20,West,Laptop,CUST-0067,1.0,1157.11,1157.11,752.12
ORD-00534,2024-11-30,East,Keyboard,CUST-0037,7.0,75.98,531.86,212.74
ORD-00535,2024-01-03,South,USB Hub,CUST-0005,15.0,30.83,462.45,138.73
ORD-00536,2023-09-01,South,USB Hub,CUST-0050,17.0,37.99,645.83,193.75
ORD-00537,2024-03-02,North,Desk Chair,CUST-0050,14.0,398.91,5584.74,2792.37
ORD-00538,2024-03-29,South,External SSD,CUST-0100,8.0,134.81,1078.48,539.24
ORD-00539,2024-09-09,Central,USB Hub,CUST-0095,6.0,37.9,227.4,68.22
ORD-00540,2023-06-27,South,Monitor,CUST-0024,17.0,398.61,6776.37,3727.0
ORD-00541,2024-08-21,East,Keyboard,CUST-0021,7.0,72.39,506.73,202.69
ORD-00542,2024-09-03,North,Keyboard,CUST-0042,2.0,91.98,183.96,73.58
ORD-00543,2024-07-17,East,Standing Desk,CUST-0074,9.0,523.12,4708.08,2589.44
ORD-00544,2024-06-01,South,USB Hub,CUST-0009,6.0,34.12,204.72,61.42
ORD-00545,2023-12-06,South,Mouse,CUST-0085,11.0,43.12,474.32,166.01
ORD-00546,2024-10-26,Central,Standing Desk,CUST-0072,1.0,530.65,530.65,291.86
ORD-00547,2023-02-10,Central,External SSD,CUST-0032,9.0,115.73,1041.57,520.78
ORD-00548,2023-10-17,East,USB Hub,CUST-0093,1.0,39.32,39.32,11.8
ORD-00549,2023-02-14,Central,Standing Desk,CUST-0063,9.0,671.69,6045.21,3324.87
ORD-00550,2024-07-04,North,Keyboard,CUST-0099,23.0,72.44,1666.12,666.45
ORD-00551,2023-07-30,South,Desk Chair,CUST-0014,18.0,384.52,6921.36,3460.68
ORD-00552,2024-12-03,West,Monitor,CUST-0096,5.0,385.71,1928.55,1060.7
ORD-00553,2023-09-15,North,Laptop,CUST-0023,23.0,1045.36,24043.28,15628.13
ORD-00554,2024-10-07,West,Desk Chair,CUST-0058,14.0,342.97,61042.92,2400.79
ORD-00555,2024-08-22,Central,Monitor,CUST-0097,1.0,477.12,477.12,262.42
ORD-00556,2023-11-05,North,Headphones,CUST-0088,26.0,131.39,3416.14,1537.26
ORD-00557,2023-06-10,West,Laptop,CUST-0061,19.0,1099.15,20883.85,13574.5
ORD-00558,2023-05-28,Central,Headphones,CUST-0082,9.0,157.98,1421.82,639.82
ORD-00559,2024-07-22,East,Laptop,CUST-0071,4.0,1064.36,51841.08,2767.34
ORD-00560,2023-12-19,North,Headphones,CUST-0027,9.0,146.07,1314.63,591.58
ORD-00561,2024-09-23,South,Keyboard,CUST-0029,9.0,77.21,694.89,277.96
ORD-00562,2024-10-22,North,USB Hub,CUST-0060,23.0,30.52,701.96,210.59
ORD-00563,2023-12-05,South,External SSD,CUST-0063,12.0,106.62,1279.44,639.72
ORD-00564,2023-11-22,Central,Monitor,CUST-0025,14.0,443.34,6206.76,3413.72
ORD-00565,2024-08-03,Central,Keyboard,CUST-0073,10.0,92.85,928.5,371.4
ORD-00566,2024-12-30,East,Mouse,CUST-0029,11.0,41.99,461.89,161.66
ORD-00567,2024-04-01,East,Standing Desk,CUST-0060,9.0,649.46,5845.14,3214.83
ORD-00568,2023-05-24,Central,Monitor,CUST-0036,16.0,409.02,6544.32,3599.38
ORD-00569,2024-10-08,North,Laptop,CUST-0065,1.0,1312.55,1312.55,853.16
ORD-00570,2023-09-24,South,Laptop,CUST-0071,18.0,1341.83,24152.94,15699.41
ORD-00571,2023-08-17,South,Webcam,CUST-0051,19.0,101.65,1931.35,965.68
ORD-00572,2024-01-08,Central,Monitor,CUST-0051,15.0,383.93,5758.95,3167.42
ORD-00573,2024-06-10,Central,Keyboard,CUST-0097,4.0,83.63,334.52,133.81
ORD-00574,2023-02-11,South,Standing Desk,CUST-0046,8.0,647.07,5176.56,2847.11
ORD-00575,2023-07-31,South,Laptop,CUST-0086,17.0,1346.78,22895.26,14881.92
ORD-00576,2024-10-26,West,Laptop,CUST-0006,12.0,1057.16,12685.92,8245.85
ORD-00577,2024-07-11,East,Headphones,CUST-0075,15.0,135.32,2029.8,913.41
ORD-00578,2024-01-21,North,USB Hub,CUST-0033,10.0,35.17,351.7,105.51
ORD-00579,2023-01-07,West,Standing Desk,CUST-0078,18.0,668.77,12037.86,6620.82
ORD-00580,2023-06-03,Central,Headphones,CUST-0028,5.0,134.58,672.9,302.81
ORD-00581,2023-04-27,South,Desk Chair,CUST-0043,16.0,368.4,5894.4,2947.2
ORD-00582,2023-02-14,West,Laptop,CUST-0032,5.0,1226.46,6132.3,3986.0
ORD-00583,2023-02-27,North,External SSD,CUST-0019,7.0,111.3,779.1,389.55
ORD-00584,2023-01-20,Central,External SSD,CUST-0082,9.0,136.1,1224.9,612.45
ORD-00585,2023-08-13,West,Standing Desk,CUST-0022,15.0,618.15,9272.25,5099.74
ORD-00586,2024-06-07,South,External SSD,CUST-0085,9.0,108.04,972.36,486.18
ORD-00587,2023-08-24,Central,External SSD,CUST-0009,11.0,115.88,1274.68,637.34
ORD-00588,2024-09-12,Central,Desk Chair,CUST-0020,3.0,316.13,948.39,474.19
ORD-00589,2023-05-01,Central,USB Hub,CUST-0097,2.0,34.81,69.62,20.89
ORD-00590,2024-03-06,North,Desk Chair,CUST-0067,15.0,389.36,5840.4,2920.2
ORD-00591,2024-08-26,West,Desk Chair,CUST-0045,20.0,307.76,6155.2,3077.6
ORD-00592,2024-09-04,South,Monitor,CUST-0037,18.0,437.67,7878.06,4332.93
ORD-00593,2023-05-01,North,External SSD,CUST-0067,22.0,102.26,2249.72,1124.86
ORD-00594,2023-04-20,East,Desk Chair,CUST-0047,4.0,342.24,1368.96,684.48
ORD-00595,2024-01-10,Central,Desk Chair,CUST-0073,18.0,326.43,5875.74,2937.87
ORD-00596,2024-05-09,West,USB Hub,CUST-0072,6.0,33.64,201.84,60.55
ORD-00597,2024-12-23,East,External SSD,CUST-0045,10.0,128.49,1284.9,642.45
ORD-00598,2023-06-15,South,Standing Desk,CUST-0090,4.0,548.6,2194.4,1206.92
ORD-00599,2024-12-01,Central,External SSD,CUST-0090,,107.79,107.79,53.9
ORD-00600,2024-09-06,North,Keyboard,CUST-0061,18.0,74.5,1341.0,536.4
ORD-00601,2024-01-29,Central,Laptop,CUST-0093,11.0,1241.03,13651.33,8873.36
ORD-00602,2023-06-29,Central,Laptop,CUST-0100,14.0,1178.03,16492.42,10720.07
ORD-00603,2023-02-04,Central,Headphones,CUST-0025,18.0,150.47,2708.46,1218.81
ORD-00604,2024-11-01,North,Webcam,CUST-0031,1.0,108.56,108.56,54.28
ORD-00605,2024-02-09,West,Webcam,CUST-0086,14.0,97.45,1364.3,682.15
ORD-00606,2023-10-19,North,Monitor,CUST-0071,23.0,506.03,11638.69,6401.28
ORD-00607,2023-07-19,East,Mouse,CUST-0078,12.0,50.8,609.6,213.36
ORD-00608,2024-07-26,West,USB Hub,CUST-0014,3.0,35.03,105.09,31.53
